Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Yearly Income,Per Capita Inc,User,Total_Credit_Limit,Num_Cards,CUR,Txn_Count,Total_Spend,Mean_Txn,Std_Txn,Max_Txn,CL_Quintile
Lochlan Morris,56,56,1963,10,Male,336 Rose Avenue,,Chicago,IL,60616,41.83,-87.68,$25365,$36335,28929.0,676,2,36335.0,25365.0,107,29150.0,2,99.2418524871355,20488,860173.95,41.9842810425615,88.06712086494557,4984.24,3
Simone Carter,59,61,1961,2,Female,4254 Plum Lane,,Westminster,CA,92683,33.74,-117.99,$19438,$39633,58586.0,777,3,39633.0,19438.0,108,41151.0,3,100.0,8506,298555.13,35.09935692452387,78.15024776719291,902.0,3
Zariah Mitchell,43,69,1976,8,Female,825 Sussex Avenue,,Dyer,IN,46311,41.5,-87.5,$28048,$57185,0.0,773,3,57185.0,28048.0,109,28332.0,3,0.0,24126,706006.92,29.263322556577968,94.53878018693362,3752.4,3
Samuel Fu,37,69,1982,11,Male,185 Forest Drive,,Marietta,GA,30068,33.95,-84.54,$40530,$82637,84762.0,739,2,82637.0,40530.0,110,81428.0,2,100.0,2616,215540.48,82.3931498470948,127.68223366764778,1071.21,5
Virginia Gutierrez,60,57,1960,1,Female,561 Martin Luther King Avenue,,Novi,MI,48375,42.47,-83.49,$34259,$31121,32768.0,619,5,31121.0,34259.0,111,89770.0,5,36.50217221789017,15198,688063.03,45.27326161337018,109.7140568447795,1811.4,5
Isaias Robinson,47,67,1972,11,Male,335 Valley Stream Boulevard,,Gonzales,TX,78629,29.5,-97.44,$15092,$30774,51428.0,700,3,30774.0,15092.0,112,25389.0,3,100.0,33550,882677.23,26.30930640834575,76.63970893688374,914.26,2
Eduardo Wood,48,67,1971,12,Male,1773 Hill Street,,Shelbyville,IL,62565,39.4,-88.8,$16300,$33236,57549.0,747,1,33236.0,16300.0,113,11398.0,1,100.0,199,6402.799999999999,32.174874371859296,67.39168862954098,666.04,1
Parker Howard,35,65,1984,10,Male,55 Ocean View Street,,Amarillo,TX,79110,35.2,-101.81,$18613,$37947,49951.0,683,3,37947.0,18613.0,114,30120.0,3,100.0,9519,272436.95,28.62033301817418,94.20335547648016,1412.21,3
Kendrick Brooks,24,65,1995,11,Male,8245 El Camino Lane,5.0,Wichita,KS,67207,37.68,-97.34,$21518,$43875,128146.0,639,1,43875.0,21518.0,115,9774.0,1,100.0,64,2762.0699999999997,43.157343749999995,93.96265867756637,438.0,1
Maci Diaz,26,66,1993,5,Female,9530 Washington Street,,Novato,CA,94947,38.1,-122.63,$30335,$61850,81158.0,728,9,61850.0,30335.0,116,246947.0,9,32.8645417842695,8954,333640.25,37.261587000223365,103.60872684294152,1964.84,5
Matias Farhad,28,71,1991,5,Male,221 Lexington Avenue,,Savannah,GA,31420,32.08,-81.1,$19770,$40314,131348.0,707,4,40314.0,19770.0,117,41211.0,4,100.0,1010,41045.490000000005,40.639099009900995,57.990936409268826,679.97,3
Silas Ward,26,67,1993,8,Male,2484 Norfolk Drive,1.0,Milford,DE,19963,38.91,-75.43,$18622,$37968,55982.0,788,3,37968.0,18622.0,118,43121.0,3,100.0,15779,597260.78,37.85162431079283,56.638801273403764,1494.74,3
Roland Gonzalez,41,67,1978,11,Male,133 Grant Lane,,Fremont,MI,49412,43.46,-85.95,$17145,$34954,45456.0,772,3,34954.0,17145.0,119,44479.0,3,100.0,7578,394119.5,52.00837951966218,91.94722434186184,1217.18,4
Yehuda Jones,40,74,1979,9,Male,1977 Lake Avenue,,Woodland Hills,CA,91364,34.15,-118.6,$47055,$95945,222735.0,772,2,95945.0,47055.0,120,16326.0,2,100.0,5119,494247.27,96.5515276421176,153.8558420398832,2583.37,2
Kaelyn Anwar,18,58,2002,2,Female,352 George Street,6.0,Fort Gratiot,MI,48059,43.07,-82.49,$16598,$33844,42109.0,684,2,33844.0,16598.0,121,28808.0,2,100.0,298,6346.02,21.29536912751678,51.467993605767674,444.54,3
Justice Ortiz,66,67,1953,4,Male,554 Grant Boulevard,,Andover,KS,67002,37.69,-97.13,$32162,$65573,143069.0,739,4,65573.0,32162.0,122,101857.0,4,100.0,26233,652960.9299999999,24.890821865589142,73.19102618374174,1610.01,5
Messiah Bell,40,66,1979,7,Male,631 Ocean View Street,2.0,Madison,WI,53704,43.07,-89.38,$23840,$48609,43520.0,737,3,48609.0,23840.0,123,41455.0,3,100.0,24380,1376511.1099999999,56.4606689909762,87.5602918998545,1251.14,3
Keira Wright,45,70,1974,5,Female,31 Jefferson Boulevard,,Fernwood,ID,83830,47.09,-116.46,$12618,$25723,34007.0,746,3,25723.0,12618.0,124,34178.0,3,99.49967815553865,21468,839418.46,39.100915781628466,42.52119373772026,498.0,3
Caylee Gutierrez,19,72,2000,3,Female,973 Federal Avenue,,Daphne,AL,36526,30.62,-87.89,$25495,$51984,79152.0,691,3,51984.0,25495.0,125,62457.0,3,100.0,159,15015.02,94.43408805031447,91.94251099090671,527.75,4
Angel Hill,34,65,1986,2,Male,95266 Bayview Drive,,Oakland,CA,94611,37.83,-122.22,$52813,$107683,225017.0,694,3,107683.0,52813.0,126,65669.0,3,100.0,16744,1509792.67,90.16917522694696,86.72283391616318,1837.67,5
Bridget Faraday,24,69,1996,2,Female,932 Essex Street,6.0,Perris,CA,92571,33.83,-117.2,$16109,$32847,33514.0,721,2,32847.0,16109.0,127,10374.0,2,100.0,846,18557.9,21.936052009456265,46.25312695855388,458.62,1
Sebastian Lee,57,66,1963,1,Male,126 Valley Drive,,Jackson,MS,39213,32.32,-90.2,$11061,$22556,43260.0,645,4,22556.0,11061.0,128,39317.0,4,100.0,19054,484369.47,25.420881179804763,42.25801704681525,916.81,3
Lizbeth Garcia,35,54,1984,9,Female,239 South Drive,,Aberdeen,MD,21001,39.51,-76.17,$22590,$46063,106528.0,618,1,46063.0,22590.0,129,15119.0,1,100.0,10862,406112.83999999997,37.3884036089118,69.30705838188653,786.47,2
Ximena Davis,19,65,2000,9,Female,1134 Valley Drive,2623.0,Farmington,CT,6032,41.71,-72.83,$46762,$95348,71972.0,706,3,95348.0,46762.0,130,56464.0,3,100.0,248,14215.41,57.320201612903226,181.95235527876963,2125.23,4
Haley Braun,28,65,1992,1,Female,5863 Grant Avenue,,Wellsville,KS,66092,38.71,-95.08,$22158,$45180,13168.0,698,2,45180.0,22158.0,131,15198.0,2,86.64297933938676,9884,235325.65999999997,23.80874747065965,39.8928393303292,500.0,2
Kalel Hughes,37,69,1982,4,Male,3472 11th Avenue,5.0,Orlando,FL,32822,28.5,-81.37,$15137,$30865,55079.0,594,1,30865.0,15137.0,132,1543.0,1,100.0,10013,466965.85,46.63595825426945,88.92177663926967,1119.07,1
Korbin Roman,20,69,1999,11,Male,5590 Bayview Avenue,200.0,Avoca,MI,48006,43.05,-82.67,$20377,$41543,49021.0,732,4,41543.0,20377.0,133,52390.0,4,93.56938347012789,210,4586.99,21.84280952380952,67.3270015118954,456.0,4
Kenny Gray,53,73,1966,9,Male,94 Jefferson Drive,8211.0,Tyler,TX,75706,32.32,-95.3,$14811,$30198,40950.0,693,6,30198.0,14811.0,134,51487.0,6,79.53463981199138,21728,1210187.94,55.69716218703976,49.29358533401627,604.61,4
Adilynn Wood,45,64,1974,12,Female,582 Birch Boulevard,,Fort Myers,FL,33901,26.63,-81.85,$19621,$40006,72794.0,621,1,40006.0,19621.0,135,3711.0,1,100.0,17904,674072.13,37.649247654155495,62.388363644511706,1530.97,1
Kace Chen,53,68,1966,5,Male,809 Mountain View Boulevard,,Olathe,KS,66062,38.88,-94.81,$30232,$61646,0.0,693,3,61646.0,30232.0,136,73294.0,3,0.0,13870,987241.0599999999,71.17815861571736,104.78196732216257,986.59,5
Abril Cook,39,67,1980,10,Female,6339 Fourth Street,,Reisterstown,MD,21136,39.45,-76.81,$33175,$67643,0.0,714,6,67643.0,33175.0,137,120950.0,6,0.0,15644,930373.88,59.47161084121708,103.8746419643018,1744.97,5
Ivy Gutierrez,86,71,1933,5,Female,81 Hill Avenue,66.0,Detroit,MI,48235,42.38,-83.1,$13820,$22650,0.0,690,6,22650.0,13820.0,138,53471.0,6,0.0,25537,761722.1499999999,29.828176763128006,52.38989039579604,2107.07,4
Garrett Macron,63,67,1956,10,Male,28136 Wessex Street,,Brooklyn,NY,11212,40.64,-73.94,$14856,$30288,42745.0,689,4,30288.0,14856.0,139,23393.0,4,100.0,27558,999671.29,36.27517562958125,58.479159217391796,975.4,2
Nolan Sadr,67,65,1952,10,Male,8787 Rose Avenue,,San Francisco,CA,94112,37.72,-122.44,$22549,$47213,1082.0,789,5,47213.0,22549.0,140,58169.0,5,1.8600973026869982,20380,1174976.86,57.65342787046124,65.69043651278983,966.0,4
Marianna Gutierrez,76,66,1943,10,Female,96 Ninth Lane,,Konawa,OK,74849,34.95,-96.75,$15005,$28215,18116.0,697,2,28215.0,15005.0,141,8230.0,2,100.0,9605,432324.45999999996,45.0103550234253,57.33432690631363,628.13,1
Stetson Thomas,32,55,1987,4,Male,3249 12th Drive,,Woodinville,WA,98077,47.75,-122.04,$51751,$105515,192458.0,646,4,105515.0,51751.0,142,137608.0,4,100.0,23333,894586.1099999999,38.339952427891824,84.18267618310882,1664.03,5
Vicente Martinez,36,68,1983,12,Male,9340 Valley Street,20.0,Bradenton,FL,34207,27.48,-82.57,$13972,$28489,6087.0,808,4,28489.0,13972.0,143,20624.0,4,29.514158262218775,6735,292097.39,43.37006533036377,76.62681126355434,695.24,2
Amayah Thomas,63,69,1956,9,Female,6429 Fifth Avenue,42.0,Charlotte,NC,28226,35.19,-80.83,$39752,$81048,156195.0,781,4,81048.0,39752.0,144,32810.0,4,100.0,7945,754732.4,94.9946381371932,134.5488793883757,1870.14,3
Zelda Ward,19,62,2000,12,Female,849 George Avenue,,Easton,MD,21601,38.77,-76.06,$23180,$47263,74853.0,726,2,47263.0,23180.0,145,26523.0,2,100.0,59,3253.2,55.13898305084746,50.13590119661082,272.25,2
Drake Howard,19,71,2000,7,Male,804 Seventh Boulevard,,Redding,CA,96002,40.52,-122.32,$16585,$33816,77770.0,635,1,33816.0,16585.0,146,7700.0,1,100.0,171,4094.3099999999995,23.94333333333333,45.78442323024628,140.0,1
Danielle Carter,25,69,1994,9,Female,76009 Valley Stream Boulevard,,Waukegan,IL,60085,42.37,-87.86,$15770,$32160,62803.0,634,1,32160.0,15770.0,147,146.0,1,100.0,54,1875.12,34.724444444444444,40.00737685064013,113.77,1
Kora Bailey,83,65,1936,8,Female,387 Third Boulevard,,Rio Rico,AZ,85648,31.5,-111.06,$15462,$29494,1196.0,689,5,29494.0,15462.0,148,44060.0,5,2.7144802541988198,22290,1048048.89,47.018792732166894,65.2805667273135,809.28,4
Emery Mitchell,68,63,1951,3,Female,6398 Lake Lane,,Franklin,TN,37067,35.92,-86.84,$36563,$70554,39078.0,655,5,70554.0,36563.0,149,73428.0,5,53.21948030723974,24921,1301152.4200000002,52.21108382488665,76.71218122189036,1273.38,5
Zayn Nguyen,63,62,1956,9,Male,786 12th Drive,10.0,Wheeling,IL,60090,42.13,-87.92,$23098,$33686,24997.0,488,2,33686.0,23098.0,150,32200.0,2,77.63043478260869,11145,531562.5700000001,47.69516105877076,80.03505652253209,1114.35,3
Myah Gray,92,72,1927,8,Female,290 Forest Street,,Tucson,AZ,85749,32.28,-110.73,$30818,$57732,2261.0,726,6,57732.0,30818.0,151,125233.0,6,1.8054346697755383,30437,1183226.43,38.87460755002135,100.00705410022046,3221.46,5
Cash Watson,21,65,1998,3,Male,320 Hillside Lane,,Memphis,TN,38106,35.1,-90.0,$10730,$21879,69638.0,762,1,21879.0,10730.0,152,3000.0,1,100.0,106,2129.01,20.085,59.01248665836556,154.79,1
Benson Xi,28,65,1991,5,Male,437 Ocean View Drive,,State College,PA,16801,40.79,-77.85,$25031,$51041,106989.0,686,1,51041.0,25031.0,153,16486.0,1,100.0,68,2979.54,43.81676470588235,69.48902593091222,273.2,2
Bjorn Perez,18,69,2002,1,Male,9850 Birch Drive,,West Roxbury,MA,2132,42.28,-71.16,$34519,$70380,106797.0,725,2,70380.0,34519.0,154,80704.0,2,100.0,114,6312.04,55.36877192982456,128.39624124232964,949.68,5
Edward Abe,25,64,1994,8,Male,55 Third Drive,,Elmwood Park,IL,60707,41.92,-87.81,$20902,$42617,67590.0,771,5,42617.0,20902.0,155,66971.0,5,100.0,3806,189850.13,49.88179978980557,71.20467902182419,617.39,5
Shepard Lopez,75,65,1944,7,Male,177 Mill Boulevard,,Manahawkin,NJ,8050,39.69,-74.25,$21861,$46031,8332.0,661,5,46031.0,21861.0,156,57219.0,5,14.561596672433982,25629,730025.06,28.4843364938156,59.729120907760155,1114.05,4
Estrella Sullivan,55,66,1964,10,Female,886 Little Creek Drive,,Delmar,NY,12054,42.62,-73.83,$31927,$65094,23909.0,699,3,65094.0,31927.0,157,83842.0,3,28.516733856539684,11959,582818.75,48.73473952671628,101.75019864257415,1756.88,5
Jane Brooks,27,65,1993,2,Female,327 Seventh Boulevard,,Lexington,KY,40517,38.04,-84.45,$18278,$37268,50388.0,626,1,37268.0,18278.0,158,1952.0,1,100.0,2694,105109.95000000001,39.01631403118041,67.50509577756706,976.44,1
Zaria Brooks,53,67,1967,2,Female,8224 Fourth Drive,,Waterbury,CT,6705,41.55,-73.03,$19114,$38972,44098.0,738,3,38972.0,19114.0,159,28291.0,3,100.0,7821,306548.05,39.19550568980949,77.23713580154207,1350.81,3
Elsa Gonzalez,63,64,1957,2,Female,174 Catherine Boulevard,948.0,Compton,CA,90222,33.91,-118.23,$13075,$26661,42667.0,750,5,26661.0,13075.0,160,48115.0,5,88.67712771484983,7867,260204.18,33.075401042328714,71.85959252338381,1370.77,4
Atticus Abe,48,66,1971,9,Male,496 Hill Lane,,Minneapolis,MN,55419,44.96,-93.26,$40364,$82295,1555.0,736,4,82295.0,40364.0,161,133112.0,4,1.1681891940621432,13157,912092.49,69.32374325454131,126.54664486830957,1556.36,5
Alfonso Gao,47,68,1972,9,Male,23068 Park Street,2.0,Lansing,NC,28643,36.49,-81.5,$12630,$25748,41455.0,738,3,25748.0,12630.0,162,20616.0,3,100.0,29601,975907.1100000001,32.96872098915578,40.61851687049781,1101.6,2
Ronin White,56,65,1963,11,Male,27019 Madison Lane,,Bean Station,TN,37708,36.34,-83.28,$13668,$27861,108313.0,782,5,27861.0,13668.0,163,45664.0,5,100.0,20393,582105.6900000001,28.54438728975629,43.19351953723718,850.45,4
Gannon Baker,18,72,2001,12,Male,293 First Boulevard,,Redlands,CA,92374,34.06,-117.17,$23820,$48561,0.0,752,1,48561.0,23820.0,164,11400.0,1,0.0,48,2056.66,42.84708333333333,61.57343613382632,265.17,1
Nicole Gomez,66,69,1953,4,Female,8929 Essex Drive,,Bloomington,IN,47403,39.16,-86.52,$19125,$38999,64875.0,747,4,38999.0,19125.0,165,31645.0,4,100.0,10089,299927.55,29.728174249182278,78.17384459666582,1636.55,3
Korbin Long,62,66,1957,4,Male,1569 George Boulevard,,Bailey,NC,27807,35.78,-78.11,$16239,$33112,56040.0,716,2,33112.0,16239.0,166,21561.0,2,100.0,2260,90759.15,40.15891592920354,91.8432233336808,1349.1,2
Melina Wright,34,66,1985,10,Female,326 Elm Lane,5.0,Charlotte,NC,28211,35.19,-80.83,$49477,$100880,210445.0,770,1,100880.0,49477.0,167,45377.0,1,100.0,8768,606508.64,69.17297445255474,141.31154292130395,1500.5,4
Briar Smith,22,65,1997,11,Male,32 Valley Drive,,Oxnard,CA,93031,34.21,-119.18,$18175,$37058,50548.0,680,2,37058.0,18175.0,168,32605.0,2,100.0,121,7589.84,62.72595041322314,137.17043578646522,949.34,3
Yahya Anderson,24,58,1995,3,Male,4132 Norfolk Boulevard,3.0,Hyattsville,MD,20785,38.95,-76.95,$23166,$47234,89154.0,685,3,47234.0,23166.0,169,46805.0,3,100.0,111,3169.5199999999995,28.55423423423423,53.89442566822006,251.16,4
Florence Masvidal,45,72,1974,5,Female,819 El Camino Boulevard,,Cushing,OK,74023,35.97,-96.76,$17237,$35142,107898.0,731,4,35142.0,17237.0,170,37776.0,4,100.0,9388,465051.37999999995,49.53678951853429,99.39741597869646,1305.9,3
Danna Torres,43,65,1976,3,Female,742 Lake Street,,Coos Bay,OR,97420,43.37,-124.14,$15069,$30721,49961.0,749,3,30721.0,15069.0,171,24854.0,3,100.0,9822,393579.03,40.07116982284667,80.32158635701379,1098.95,2
Paityn King,56,67,1963,12,Female,607 George Boulevard,,Acworth,GA,30101,34.05,-84.67,$28862,$58846,126806.0,746,3,58846.0,28862.0,172,49781.0,3,100.0,49608,1361889.6500000001,27.45302471375585,63.00248947993469,1247.7,4
Layne Green,29,68,1990,6,Male,704 Eighth Avenue,,Waterville,NY,13480,42.93,-75.38,$19161,$39069,63884.0,720,2,39069.0,19161.0,173,34160.0,2,100.0,138,3746.4000000000005,27.147826086956524,44.22470802189572,299.0,3
Sasha Gao,20,65,2000,2,Female,8643 Lafayette Boulevard,,Lawrenceville,GA,30043,33.94,-83.99,$24252,$49449,30723.0,728,3,49449.0,24252.0,174,76663.0,3,40.075394910191356,68,5938.970000000001,87.33779411764708,87.8655786991361,385.84,5
Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,,Stearns,KY,42647,36.69,-84.47,$10942,$22312,39445.0,720,5,22312.0,10942.0,175,36362.0,5,100.0,8057,245013.12,30.409968971081046,69.68333704033097,1349.39,3
Mateo Robinson,32,72,1987,4,Male,5381 12th Boulevard,6.0,Miami,OK,74355,36.88,-94.87,$17845,$36388,92949.0,710,4,36388.0,17845.0,176,50680.0,4,100.0,10692,399196.55,37.33600355405911,70.98038823522177,1256.18,4
Izabella Phillips,52,68,1967,8,Female,65 Fifth Boulevard,,Saint Cloud,FL,34771,28.24,-81.28,$22086,$45037,31792.0,710,3,45037.0,22086.0,177,62729.0,3,50.68150297310654,41700,1124100.52,26.95684700239808,59.961484451495615,3111.35,4
Samantha Gonzalez,47,63,1972,10,Female,2614 Eighth Lane,,Waupaca,WI,54981,44.35,-89.07,$18937,$38615,74337.0,601,4,38615.0,18937.0,178,30530.0,4,100.0,9039,602304.6100000001,66.633987166722,88.60685128726772,1206.75,3
Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,,Bronx,NY,10458,40.84,-73.87,$13845,$28229,55675.0,622,5,28229.0,13845.0,179,45013.0,5,100.0,4174,214766.93,51.453505031145184,78.2339930875202,1080.0,4
Sarah Clark,58,67,1961,11,Female,444 Maple Avenue,990.0,Noblesville,IN,46060,40.05,-86.03,$24638,$50232,1218.0,751,4,50232.0,24638.0,180,50572.0,4,2.4084473621766986,14675,560280.71,38.17926473594548,107.36392478251904,1657.58,4
Judah Jones,59,66,1960,5,Male,868 Maple Drive,,Greenville,KY,42345,37.2,-87.17,$16847,$34350,61639.0,705,3,34350.0,16847.0,181,45243.0,3,100.0,26393,860084.0900000001,32.58758345015724,55.59499088631792,864.21,4
Bentley Lopez,47,69,1972,11,Male,6009 River Avenue,,Canton,GA,30114,34.24,-84.49,$25654,$52308,135319.0,679,1,52308.0,25654.0,182,21000.0,1,100.0,15921,536642.97,33.70661202185792,68.08782592419702,1310.39,2
Juliet Hughes,27,66,1992,8,Female,2058 Spruce Street,,Saint Petersburg,FL,33709,27.75,-82.64,$15724,$32061,58904.0,676,1,32061.0,15724.0,183,21470.0,1,100.0,33,2278.72,69.05212121212121,76.16612822928478,257.46,2
Javon Long,75,69,1945,2,Male,6930 East Lane,,Tooele,UT,84074,40.57,-112.33,$21749,$21154,5764.0,705,6,21154.0,21749.0,184,64158.0,6,8.984070575766077,16565,659176.3800000001,39.79332206459403,84.86988346565582,1484.95,4
Allie Sullivan,52,72,1967,10,Female,31204 El Camino Lane,,Austin,TX,78728,30.26,-97.74,$25594,$52186,42852.0,737,4,52186.0,25594.0,185,62122.0,4,68.98039341940053,10874,762760.89,70.14538256391393,114.69311292474721,1531.91,4
Kassidy Morgan,43,70,1976,5,Female,967 First Avenue,4.0,Pierceton,IN,46562,41.19,-85.7,$17294,$35264,70328.0,770,2,35264.0,17294.0,186,26061.0,2,100.0,13251,537779.45,40.584065353558216,62.080624826363845,1099.06,2
Evelynn Diaz,84,71,1935,9,Female,136 Hillside Avenue,,Walnut Creek,CA,94598,37.91,-122.01,$42234,$79870,4031.0,609,2,79870.0,42234.0,187,5223.0,2,77.1778671261727,36942,1909807.6800000002,51.697463050186784,85.32910191414825,3246.21,1
Hayden Myers,70,59,1949,12,Female,669 South Street,,Barnstable,MA,2630,41.7,-70.3,$26762,$41902,29713.0,633,5,41902.0,26762.0,188,48225.0,5,61.613271124935196,24452,1155755.5899999999,47.266300916080475,83.50065428204208,1068.61,4
Laura Cook,24,61,1995,8,Female,66992 Second Street,,Las Vegas,NV,89131,36.3,-115.24,$31374,$63969,128412.0,626,1,63969.0,31374.0,189,52.0,1,100.0,175,2273.37,12.990685714285714,20.10125879750026,95.0,1
Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,,Lyndonville,VT,5851,44.53,-72.0,$16976,$34606,23909.0,680,5,34606.0,16976.0,190,53810.0,5,44.43226166140123,12514,408348.81,32.63135767939907,75.22575029896103,1045.09,4
Moshe Gutierrez,32,60,1987,11,Male,335 Main Street,,Atlanta,GA,30310,33.72,-84.42,$13059,$26631,33950.0,805,1,26631.0,13059.0,191,2800.0,1,100.0,7766,245547.64,31.618289981972705,73.73368393708668,1152.51,1
Pratik Thomas,39,64,1980,11,Male,532 12th Drive,3.0,Palm Bay,FL,32907,27.98,-80.66,$17645,$35978,49366.0,643,3,35978.0,17645.0,192,40372.0,3,100.0,12159,355492.71,29.237002220577352,73.94684359339941,1385.74,3
Myles Robinson,64,69,1955,10,Male,1350 Lake Drive,5415.0,Van Alstyne,TX,75495,33.41,-96.57,$24402,$49756,89743.0,618,4,49756.0,24402.0,193,43025.0,4,100.0,17010,646594.22,38.012593768371545,93.24531309023462,1491.07,3
Martin Reed,37,71,1982,6,Male,691 First Lane,2.0,Nashville,TN,37221,36.17,-86.78,$29868,$60897,85771.0,850,3,60897.0,29868.0,194,81201.0,3,100.0,12057,609876.49,50.58277266318321,87.3108664671932,1289.91,5
Elora Schmidt,58,65,1961,3,Female,511 Grant Avenue,266.0,Dawsonville,GA,30534,34.42,-84.11,$20581,$41963,53857.0,741,1,41963.0,20581.0,195,7700.0,1,100.0,5452,223539.46000000002,41.0013683052091,77.60047198627797,627.41,1
Violet Robinson,37,60,1982,7,Female,3510 Mountain View Street,,Minneapolis,MN,55432,44.96,-93.26,$22059,$44976,134335.0,684,1,44976.0,22059.0,196,18937.0,1,100.0,3591,168050.8,46.79777220829852,71.78125452234279,1029.25,2
Phoenix Long,27,69,1992,9,Male,9264 Lake Avenue,,Grand Prairie,TX,75052,32.69,-97.01,$22922,$46733,34333.0,692,2,46733.0,22922.0,197,36262.0,2,94.68038166675859,4818,229801.9,47.69653383146534,79.04667077091703,872.69,3
Sue Powell,26,60,1993,4,Female,596 Mountain View Lane,,Centerville,MA,2632,41.66,-70.34,$23129,$47160,64193.0,578,1,47160.0,23129.0,198,16858.0,1,100.0,57,3978.68,69.80140350877193,52.00901212184109,148.53,2
Tatum Reyes,23,65,1996,7,Male,374 East Lane,9032.0,West Lafayette,IN,47906,40.44,-86.91,$24737,$50433,97029.0,838,3,50433.0,24737.0,199,37887.0,3,100.0,2807,174921.63,62.316220163876025,104.46280370251792,1141.51,3
Brennan Diaz,20,63,1999,8,Male,51 George Avenue,,Federal Way,WA,98023,47.3,-122.37,$25363,$51713,86165.0,809,1,51713.0,25363.0,200,65.0,1,100.0,110,2518.5199999999995,22.89563636363636,25.7734929910301,75.67,1
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,28552.0,707,6,24215.0,11876.0,201,33547.0,6,85.11044206635466,10445,368005.27999999997,35.23267400670177,66.3327138683093,773.19,3
Gianni Kelly,49,59,1970,9,Male,813 Fifth Boulevard,,Caledonia,OH,43314,40.63,-82.96,$18293,$37298,52134.0,683,1,37298.0,18293.0,202,13569.0,1,100.0,14299,572988.42,40.071922512063786,68.35270234116851,1247.27,1
Kane Harris,25,67,1994,12,Male,8931 Norfolk Drive,,Mesa,AZ,85203,33.44,-111.8,$19844,$40457,68826.0,739,1,40457.0,19844.0,203,15358.0,1,100.0,80,5233.450000000001,65.418125,86.75790745075848,344.0,2
Willie Nguyen,58,72,1961,6,Male,8996 Third Street,,Arlington,MA,2476,42.41,-71.16,$40694,$82974,181429.0,503,2,82974.0,40694.0,204,26850.0,2,100.0,15892,1076427.18,67.73390259249936,119.93962299598876,3477.66,2
Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,$34873,$71103,136853.0,721,4,71103.0,34873.0,205,35256.0,4,100.0,19680,1109034.35,56.353371443089436,80.7886070090935,1509.35,3
Jaycee James,43,75,1976,5,Female,5528 Lake Lane,,Muse,PA,15350,40.32,-80.21,$14320,$29194,10895.0,703,2,29194.0,14320.0,206,22900.0,2,47.5764192139738,10876,407652.84,37.481872011769035,54.9625204705976,1050.99,2
